English,Hindi
kayaking,कायाकिंग
radiates,विकिरण करता है
implacable,संगदिल
theologians,धर्मशास्त्रियों
minstrels,minstrels
r.c.,आर.सी.
transcontinental,ट्रान्सकांटिनेंटल
aizu,aizu
solloway,सोलोवे
halvorsen,हलवोर्सेन
ah-ah-ah-ah,आह-आह-आह-आह
open-and-shut,खोलो और बंद करो
yoshiki,योशिकी
exclusivity,विशिष्टता
quickfire,त्वरित आग
atheism,नास्तिकता
incensed,नाराज
bewildering,हक्का-बक्का करनेवाला
buoyant,उत्साही
biodiversity,जैव विविधता
kp,केपी
mean-spirited,मतलब उत्साही
zorba,जोरबा
bushels,बुशेल
sa,एसए
adjuster,समायोजक
goodfellow,अच्छा साथी
jitterbug,जीट्टेरबूर्ग
rotors,रोटार
four-door,चार दरवाजा
schuster,शूस्टर
50k,50
pyramus,पिरामस
archdeacon,प्रधान पादरी का सहायक
aboutyou,आपके बारे में
lucilla,ल्यूसीला
manfredi,Manfredi
bluster,धमकी
big-,बड़ा-
avalanches,हिमस्खलन
cheatin,धोखा
divas,दिवस
mário,मारियो
polonium,एक विशेष तत्त्व जिस का प्रभाव रेडियो पर पड़ता है
dishonourable,असंतुष्ट माननीय
braggart,डींगमार
consummation,समाप्ति
tais,तैस
brunel,ब्रुनेई
lene,लीने
well-read,बहुत पढ़ा हुआ
nickelodeon,निकलोडियन
twitches,झटका
orange,नारंगी
sasa,ससा
leviticus,छिछोरापन
mcdonalds,McDonalds
wintergreen,गन्धपूरा
subcutaneous,चमड़े के नीचे का
weird-looking,अजीब देखना
no.2,नंबर 2
muzzy,तेजहीन
lumière,लुमिएरे
philandering,परोपकार
vigata,vigata
littlejohn,छोटा जोह्न
haj,हज
tamarind,इमली
vag,वाग
vindication,प्रमाण
hinkle,हिन्कल
grouper,ग्रूपर
aggressiveness,आक्रामकता
civics,नागरिकशास्र
knocker,हथौड़ा
lps,एलपीएस
dartmoor,Dartmoor
hepatic,जिगर का
tobruk,टोब्रुक
akatsuki,अकात्सुकी
shivaji,शिवाजी
fix-it,इसे ठीक करें
magister,मजिस्टर
smelting,गलाने
homegirl,घरेलू लड़की
glean,बीनना
self-centred,क़ुदग़रज़ी
fuck-ups,बकवास
junket,दावत
thickest,सबसे मोटी
ghoulish,घृणास्पद
talky,बातूनी
middlemen,बिचौलियों
interlock,आलिंगन
protracted,लंबा
irresponsibility,लापरवाही
carjacked,कार छीन ली गई
matsuko,मात्सुको
ped,पीईडी
sprocket,स्प्रोकेट
piya,पिया
hedy,हेडी
stalwart,दिग्गज
immemorial,पुरातन
zohar,ज़ोहर
rab,रब
disregarding,अनदेखी
strasser,स्ट्रैसर
xl5,xl5
deliberating,विचार-विमर्श
taja,ताज
vitthal,विट्ठल
gazillion,gazillion
pom-poms,पोम पोम्स
trilby,एक प्रकार का टोप
double-parked,इस बात की दोबारा खड़ी
flam,कपट
bis,बीआईएस
tanikaze,tanikaze
revels,आनंद लेना
s-she,एस वह
ask-,पूछना-
amberson,एम्बरसन
shape-shifting,आकार बदलने
ringed,चक्राकार
reprogramming,reprogramming
sprints,लघु-दौड़
miny,छोटा
business-,व्यापार-
inadequacy,अनुविता
diminishes,कम हो
edifice,भवन
joelle,जोएल
wr,wr
dorft,डोर्फ़्ट
hospitalization,अस्पताल में भर्ती
stubb,स्टब
doo-wop,डू-वॉप
pappi,पप्पी
to-go,चल देना
santosh,संतोष
strap-on,स्ट्रैप-ऑन
sci,एससीआई
piri,पिरि
azrael,एजरैल
mock-up,उपहास
scribbles,आड़ी-तिरछी रेखाएं
nightingales,बुलबुल
gatling,गैटलिंग
unjustified,अनुचित
bivouac,पड़ाव
unilateral,एक तरफा
mixers,मिक्सर
reinventing,पुनर्रचना
n-nothing,एन-कुछ भी नहीं
spas,स्पा
whiteness,सफ़ेदी
mellowed,विनम्र
daisaku,डाइसाकु
nibs,महत्वपूर्ण व्यक्ति
lockbox,ताला बक्सा
huai,हुअई
three-minute,तीन मिनट
pagina,पेज
khushi,खुशी
kurokawa,कुरोकावा
tariff,टैरिफ़
gsa,जीएसए
wizardry,wizardry
sir,महोदय
tulio,तुलियो
pukes,उल्टी
unexploded,बिना फटे
insomniac,इन्सोम्नियाक
arai,अराइ
cartouche,काटूष
ishihara,इशिहारा
hard-pressed,कड़ी मेहनत से दबाया गया
impassioned,आवेगहीन
bourbons,बॉर्बन्स
instructs,का निर्देश
benchmark,बेंचमार्क
admirals,एडमिरलों
astrophysicist,खगोल
keycard,कुंजी कार्ड
petrovic,पेट्रोविक
уou,आप
medial,औसत दर्जे का
nyc,एनवाईसी
veracity,सच्चाई
test-drive,टेस्ट ड्राइव
cryer,रोनेवाला
un-fucking-believable,अविश्वसनीय-विश्वसनीय
sloping,ढलानदार
year-,वर्ष-
churro,चुरू
etch,खोदना
accredited,मान्यता प्राप्त
oopsie,उफ़
w-who,डब्ल्यू कौन
mcluhan,मैक्लुहान
megalomaniac,अहंकारोन्मादी
yeah.i,हाँ.मैं
am.,पूर्वाह्न।
rectified,रेक्टीफाइड
raro,रारो
stationmaster,स्टेशन मास्टर
commences,शुरू
angler,कांटेबाज़
there-there,वहाँ वहाँ
bormann,बोरमैन
edgardo,एडगार्डो
pummel,कूटना
santillana,Santillana
p.o.w.,पी.ओ.डब्ल्यू.
to-night,आज रात
gambon,गैंबोन
loyally,वफादारी
expended,खर्च
eighty-six,छियासी
multitudes,भीड़
doncaster,Doncaster
igniting,प्रज्वलित करना
ormond,ऑरमंड
malena,मैलेना
fallopian,फैलोपियन
gaya,गया
kneels,घुटने टेकते
overcompensating,जरूरत से ज्यादा मुआवजा देना
shinkichi,shinkichi
spreader,फैलानेवाला
seeps,रिसाव
fending,परे रखते
aether,ईथर
cratchit,Cratchit
lenka,लेंका
teepee,टीपी
rane,नारायण राणे
rusting,जंग लगने
budweiser,Budweiser
berenice,berenice
cygnus,सिग्नस
saxony,सैक्सोनी
dp,डी पी
gravitation,आकर्षण-शक्ति
dalliance,क्रीड़ा
simulating,अनुकरण
feta,feta
egged,अंडायुक्त
cleese,साफ़
giovannino,जियोवैन्निनो
whoo-hoo-hoo-hoo,हू-हू-हू-हू
personable,चित्ताकर्षक
brigand,बटमार
repenting,पछता
skateboards,स्केटबोर्ड
grand-daughter,पोती
redid,redid
bitterman,द्वेषपूर्ण आदमी
ducklings,बत्तख के बच्चे
countin,सम्मिलित करना
luego,लुएगो
cloaks,कपड़े
quarries,QUARRIES
populate,आबाद करना
grata,ग्राटा यानि अप्रिय
brightened,चमकाया
minase,minase
unchain,मुक्त कर देना
carthaginian,कथेजीनियन
secs,सेकेंड
tt,टीटी
ethos,प्रकृति
vicksburg,Vicksburg
inhibitors,अवरोधकों
themed,थीम पर आधारित
wiccan,विक्कन
frescoes,भित्तिचित्रों
dreadlocks,ड्रेडलॉक
suffragette,आन्दॉलनकर्त्री
deakins,डिकिंस
mizushima,मिजुशिमा
wingate,विनगेट
revved,ऊपर Revved
squirted,फुहार
obsessive-compulsive,कम्पल्सिव सनकी
taper,टेपर
alpaca,अल्पाका
hot-tempered,उग्र स्वभाव का
artis,आर्टिस
unfreeze,अनफ़्रीज़
earshot,श्रवण सीमा
mind.,दिमाग।
coloreds,coloreds
all-seeing,सब देखकर
mantua,मंटुआ
buffoons,मूर्खों
schaefer,शेफ़र
hecate,हेकेटी
eisuke,ईसुके
pugsley,Pugsley
re-enactment,पुन: अधिनियमन
rosalita,rosalita
chilies,मिर्च
crystallized,सघन
ermine,एमिन
vehemently,जोरदार
predisposition,पूर्ववृत्ति
shochiku,शोचिकु
calibration,अंशांकन
mucked,गंदा
basher,बैशर
dato,दातो
carmelita,कार्मेलिटा
michèle,मिशेल
borat,बोराट
jurek,ज्यूरेक
westerly,पच्छमी
bruges,ब्रुग
glides,ग्लाइड होता है |
kuno,कुनो
plagiarized,साहित्यिक चोरी
materialized,materialized
gauthier,गॉथियर
hunks,लोभी
ino,इनो
dédé,देदे
yoshiwara,योशिवारा
a.p.b.,ए.पी.बी.
scant,अल्प
ooh-la-la,ऊह ला ला
worsley,वॉर्स्ले
malfeasance,दुराचार
stoplight,स्टॉपलाइट
ringers,रिंगर
fervour,जोश
maren,मारेन
strode,छाए
lojack,लोजैक
raglan,रागलाण
offload,ऑफ़लोड
spyware,स्पाइवेयर
externally,बाहर से
stuntmen,स्टंटमैन
hairball,हेयरबॉल
marshak,मार्शल
telekinetic,टेलीकेनेटिक
brannan,ब्रैनन
jumba,जुंबा
point-,बिंदु-
morrell,मोरेल
conveys,बता देते हैं
semesters,सेमेस्टर
guffaws,खिलखिलाहट
pinter,पिंटर
jeane,जीन
hawes,हौस
koharu,कोहारू
deafness,बहरापन
zeuthen,ज़ुथेन
francisca,फ्रांसिस्का
spacey,स्पेसी
valya,वाल्या
aoyagi,ओयागी
southerly,दक्षिण
coltrane,कोलट्रान
batshit,बकवास
convalescent,अच्छा हो जानेवाला
lahiri,लाहिड़ी
spiritualist,अध्यात्मवादी
mayes,मेयस
spate,झोंक
tuppy,टप्पी
mcenroe,मेकनरो
seger,सेगर
manipulates,हेरफेर करता है
dote,मूर्ख हो जाना
i--i--i,मैं--मैं--मैं
noob,अनाड़ी
peppa,पेप्पा
lanyard,डोरी
samoan,सामोन
swines,सूअर
endearment,लाड़ प्यार
showboat,तैरनेवाला नाटकशाला
azalea,Azalea
fastidious,दुराराध्य
beecham,बीकम
medium-rare,दुर्लभ माध्यम
pickaxe,कुदाल से मिट्टी खुरपना
fx,एफएक्स
lowery,लोरी
oust,बाहर निकालना
abram,अब्राम
steamroller,दबाव डालना
yuppies,युप्पीज़
pelicans,पेलिकन
imperialists,साम्राज्यवादी
republics,गणराज्यों
deficits,घाटे
unraveled,सुलझाया
selam,सालेम
emphatic,ज़ोरदार
aficionado,एफ़िसिओनाडो
irrespective,निरपेक्ष
fede,कृपया फ़ीड
barneys,बार्नीज़
forums,मंचों
rejuvenate,फिर से युवा करना
alois,एलोइस
kleist,क्लिस्ट
fanned,हवा दी
barts,बार्ट्स
diorama,चित्रावली
matzo,matzo
unicef,यूनिसेफ
dich,DICH
frankincense,लोहबान
miya,मिया
lovelies,प्यारों
scoliosis,पार्श्वकुब्जता
aquinas,एक्विनास
feel-good,अच्छा लगना
news-,समाचार-
reshape,आकृति बदलें
plckman,प्लकमैन
lakewood,लेकवुड
zhivago,ज़ीवागो
pistachios,पिस्ता
educators,शिक्षकों
mini-bar,मिनी बार
pitying,दया आ रही है
volta,वोल्टा
unappreciated,अगोचर
flaco,flaco
shiraz,शिराज
hoopla,गड़बड़
solarium,धूपघड़ी
pagers,पेजर
karr,कर्र
poonam,पूनम
unpublished,अप्रकाशित
conscription,भरती
mahone,महोने
manicured,सुथरे
collectibles,संग्रह
playpen,प्लेपेन
scriptwriter,कथानक का लेखक
mergers,विलय
lavage,लेवेज
slocum,स्लोकम
curiouser,कुरिओसेर
lg,एलजी
answerphone,उत्तरफोन
prabhu,प्रभु
locale,स्थान
reconstructing,पुनर्निर्माण
clunks,क्लंक्स
ninety-eight,अट्ठानबे
kove,कोव
relaying,प्रसारण
woodcutter,लकड़हारा
feint,भुलावा
remuneration,पारिश्रमिक
orr,ऑर
snakebite,साँप का दंश
lainie,lainie
haeshin,हेशिन
filament,फिलामेंट
lusting,वासना
durarara,दुरारा
turlough,टर्लो
fisticuffs,मुक्केबाज़ी
hermia,हर्मिया
banu,बानो
rasgotra,रसगोत्र
preservatives,संरक्षक
fine-tooth,ठीक दांत
whiskies,व्हिस्की
peoria,पेओरिया
assisi,असीसी
georgi,जॉर्जी
acrobatic,क़लाबाज़ी का
interminable,अनंत
trumbull,Trumbull
unhurt,अभेद्य
eres,एरेस
shadwell,शैडवेल
solicited,मांगा
superglue,सुपर गोंद
juha,जुहा
condescend,स्वीकर
neuroses,घोर वहम
rl,आर एल
siphoning,वसूलना
leche,लेचे
confining,सीमित
penitence,तोबा
homunculus,बौना
hullabaloo,कोलाहल
sunderland,संडरलैंड
woolworth,वूलवर्थ
manitoba,मैनिटोबा
hernan,हेर्नान
dubrovnik,डबरोवनिक
atsushi,अतसुशी
adem,आडेम
anti-government,विरोधी सरकार
advices,सलाह
cuzco,कुज़्को
liberalism,उदारतावाद
crudely,कुदरती तौर से
cristobal,क्रिस्टोबल
well-armed,अच्छी तरह से हथियारबंद
turn-off,बंद करें
hypnotised,सम्मोहित
tarik,तारिक
currencies,मुद्राओं
maha,महा
articulated,जोड़ा हुआ
nra,एन.आर.ए
gbh,जीबीएच
decapitate,सिर काटना
bagley,बैगली
stop-,रुकना-
surnames,कुलनाम
aniston,एनिस्टन
dweller,ड्वेलर
incontinent,असंयमी
uninspired,उदासीन
lockjaw,बांध
een,एक
deen,दीन
piao,पियाओ
one-quarter,एक चौथाई
singularly,अकेले
nagged,परेशान
gladness,हर्ष
briony,ब्रायोनि
unromantic,अरोमांटिक
cacophony,कोलाहल
nunzio,nunzio
bando,बंदो
brags,डींगें हांकना
impeach,दोषी ठहराना
fandor,प्रशंसक
toyotomi,तोयोतोमी
resigns,इस्तीफा
1700s,1700 के दशक
meddled,हस्तक्षेप किया
doop,डूप
bawdy,गंदा
bumpkins,बंपकिंस
vaya,वाया
evildoers,अनर्थकारी
49th,49 वें
psychotropic,नशीली
shaquille,शकील
callaway,बाहर बुलाओ
after-dinner,रात के खाने के बाद
disenfranchised,बेदखल
repartee,हाजिर जवाबी
t-this,टी यह
tacked,हमला बोला
malti,मालती
short-tempered,गुस्सैल
capitulate,शर्त पर हथियार डाल देना
viaduct,पुल
repossess,पाना
pecos,पेकोस
jubal,जुबल
grable,ग्रैबल
yew,एव
yoo-jin,यू-जिन
servile,ग़ुलामी का
aurore,ऑरोरे
dolby,DOLBY
celebi,सेलेबी
into-,में-
bromley,ब्रॉमली
keitel,केटल
mopey,मोपी
chlo,चलो
takuma,ताकुमा
sukiyaki,सुकियाकी
pleiades,प्लीएडेस
pouches,पाउच
rache,रश
tuckered,टक किया हुआ
suzhou,सूज़ौ
soapbox,साबुनदान
fil,फिल
ender,अंत
expansive,प्रशस्त
dropouts,छोड़ने वाले बच्चों
collingwood,कोलिंगवुड
a-a-and,ए-ए-और
giri,गिरि
dearborn,डियरबोर्न
clapper,घंटे का लटकन
appeased,संतुष्ट
counter-attack,जवाबी हमला
wombat,वोमब्रेट
buccaneers,जलदस्युओं
mcmurphy,मैकमर्फी
officiate,कर्तव्य
wilcock,विलकॉक
yitzhak,यित्ज़ाक
matata,matata
grooving,ग्रूविंग
dependents,आश्रितों
man-child,बालक
caramelized,caramelized
predicated,प्रतिपादित
bodhisattva,बोधिसत्त्व
herewith,आपसे
jabberwocky,Jabberwocky
solidified,ठोस
amamiya,अमामिया
olin,ओलिन
lagann,लगन
floundering,लड़खड़ाना
viscous,चिपचिपा
druggist,अत्तार
pseudo,छद्म
pradhan,प्रधान
mi-rae,Mi-रायबरेली
kwak,क्वाक
o-kay,ठीक है
jolyon,Jolyon
than-,बजाय-
repealed,को निरस्त कर दिया
encino,Encino
p1,पी1
velez,वेलेज
n-,एन-
orjust,या बस
stabilised,स्थिर
oneness,एकता
deflate,पिचकाना
moccasins,मोकासिन
greengrocer,फल बेचनेवाला
shamus,shamus
jolson,जोल्सन
chol,चोल
puskás,पुस्कस
depletion,रिक्तिकरण
impersonated,प्रतिरूपित
unos,unos
compilation,संकलन
30-day,30 दिन
c.p.r.,सी.पी.आर.
smackers,स्मैकर्स
effected,प्रभावित
reims,रैम्स
fairplay,फेयर प्ले
tanto,tanto
beauteous,अलबेला
pullover,पुल ओवर
joon-ha,जून-हा
dipesto,डिपेस्टो
longmire,longmire
maelstrom,भंवर
loulou,loulou
braved,बहादुर
closed-circuit,बन्द परिपथ
trespassed,विश्वासघात किया
o.g.,ओ.जी.
panna,पन्ना
jalapeño,jalapeno
thornfield,कांटेदार खेत
posthumously,मरणोपरांत
ices,बर्फ
joakim,जोकिम
holosuite,होलोसुइट
rehan,रेहान
yegor,येगोर
whey,मट्ठा
adolphe,अडोल्फ
sepp,सेप
stricter,सख्त
sauteed,भूना हुआ
liane,लाएन
well-paid,अच्छी तरह अदा किया
lacquer,लाह
morey,मोरे
lobbied,पैरवी
conversely,इसके विपरीत
tortellini,टोर्टेलिनी
yearbooks,वार्षिकी
pigments,पिगमेंट
deceptively,भ्रामक
lunchroom,भोजन करने का कमड़ा
counterfeiter,जालसाज़
originates,का जन्म
oldham,ओल्डम
dimas,डिमास
footstep,क़दम
dalí,डाली
vayu,वायु
bigmouth,बड़ा मुंह
honeycutt,हनीकट
indelicate,असभ्य
7:00 AM,7.00 ए एम
ung,उँग
conveying,का संदेश
extramarital,शादी के पहला
basha,बाशा
a-coming,एक-आ रहा हूँ
nicholls,निकोल्स
buller,बुलर
t-the,टी
harbouring,शरण
soothsayer,भविष्यवक्ता
prosthesis,जोड़
nooks,नुक्कड़
stringent,कठोर
coolio,कूलियो
hackman,हैकमैन
benedetto,benedetto
choirboy,गाना बजानेवालों
ather,एथेर
norbac,Norbac
settee,छोटा सोफ़ा
lionheart,शेर दिल
kima,किमा
paracelsus,पेरासेलसस
svengali,स्वेनगाली
backache,कमर दद
ngs,ngs
you`d,आप 'घ
stix,छड़ी
tenets,सिद्धांतों
constituted,गठित
bergerac,बर्जरैक
maiko,मैको
la-di-da,ला-डि-दा
look-out,बाहर देखो
4:00 AM,सुबह चार बजे
brokeback,ब्रोकबैक
walk-through,मार्गदर्शन सहायता
nadezhda,नादेज़्दा
lancers,लांसर्स
bast,बास्ट
jahan,जहाँ
pernod,pernod
manohar,मनोहर
reenact,पुनरधिनियमित
uninterested,रसहीन
rémy,रेमी
coattails,कोटेल्स
warbles,वारबल्स
thet,थेट
chastise,दंड देना
handsy,सुंदर
stoller,स्टोलर
dookie,डूकी
griddle,रोटी पकाने का तवा
pocketful,जेब भर
suhani,सुहानी
e-excuse,E- बहाना
burgeoning,तेजी से बढ़ते
moulds,धारणीयता
wrenches,wrenches
0nly,0केवल
grecian,ग्रीस देश-संबंधी
yhe,
alhambra,Alhambra
mariette,मैरिएट
rs.100,100 रुपए
moolah,पैसे
littleton,Littleton
trashcan,कचरे का डब्बा
typhoons,टाइफून
upshot,परिणाम
eco-friendly,पर्यावरण के अनुकूल
courtier,दरबारी
lacs,लाख
landmine,बारूदी सुरंग
cartwheel,गाड़ी का पहिया
burka,बुर्का
supermassive,विशालकाय
spotlights,रोशनी
canoeing,डोंगी से चलना
impetus,प्रेरणा
semyon,सेमयोन
daemon,डेमन
staffer,कर्मचारी
vova,वोवा
ripened,पक जाते
roge,रोगे
thermodynamics,ऊष्मप्रवैगिकी
efendi,efendi
fetishes,कामोत्तेजक
zin,ज़िन
titti,टिट्टी
retracing,पुनः पता लगाना
fairmont,फेयरमोंट
jinny,जीन्नी
nimah,निमह
loring,लोरिंग
sweltering,तपती
indentured,अनुबंधित
blackbirds,ब्लैकबर्ड्स
wilmot,विल्मोट
anto,अंतो
perimortem,पेरीमोर्टम
chanted,बोले
biographies,जीवनी
rerouting,पुन: अनुमार्गण
asswipe,asswipe
darkie,अंधेरा
ostia,ओस्टिया
critiques,आलोचनाओं
garroway,गैरोवे
subtleties,बारीकियों
shri,श्री
irrevocably,अपरिवर्तनीय ढंग से
heckling,धक्का-मुक्की
kick-off,शुरू करना
hydrangeas,हाइड्रेंजिया
quantify,यों
tailpipe,टेलपाइप
alle,allé
lowen,नीचा करना
blurring,धुंधला
castes,जाति
biochemist,बायोकेमीज्ञानी
occupancy,अधिभोग
macdougall,मैकडॉगल
pirouette,pirouette
mnemonic,स्मृति सहायक
has-,है-
berber,हज्जाम
steinar,स्टीनर
wolcott,वोल्कॉट
weighty,प्रभावपूर्ण
righ,ठीक है
benzene,बेंजीन
lathrop,लेथ्रोप
hemant,हेमंत
grohl,ग्रोहल
mcclain,मैकक्लेन
double-time,दुगुना समय
58th,58 वें
fumigated,fumigated
whatchamacallit,व्हाटचामाकैलिट
fatties,मोटे
behinds,पीछे
murata,मुराता
koizumi,koizumi
pooled,जमा
skjern,स्कजर्न
radiohead,रेडियोहेड
foray,धावा
lcd,एलसीडी
needlework,सीवन
erinn,इरीन
referrals,रेफरल
huer,ह्यूअर
eps,ईपीएस
chock-full,ठसाठस भरा हुआ
footfalls,ग्राहकों की संख्या
hagar,हैगर
ashlee,ऐशली
whistleblower,मुखबिर
facsimile,प्रतिकृति
unpatriotic,अदेशभक्तिपूर्ण
airfare,विमान किराया
yuda,युडा
tormentor,सतानेवाला
greenbacks,नोट
ott,ओ.टी
bartok,बार्टोक
panhandle,भीख मांगने का कार्य
monterrey,मॉन्टेरी
pezuela,पेज़ुएला
seven-year,सात साल
greaves,ग्रीव्स
zeek,ज़ीक
mclaughlin,मैक्लॉघलिन
balli,गेंद
unbuttoned,खुला हुआ
theora,थेओरा
equine,घोड़े का
huygens,हुय्गेंस
geneviève,गेनेविव
falsify,कपट करना
velour,velor
disapproving,अनुमोदन
kobol,कोबोल
zinger,जिंजर
batons,डंडे
myocardial,दौरे
scolds,डांटती
bluey,नीला
ciara,सियारा
dren,सूखा
draculaura,Draculaura
punky,पंकी
darkly,अंधेरे में
dob,जन्म तिथि
dissension,कलह
duplicitous,दोगला
lathe,खराद
eleonora,Eleonora
sss,एसएसएस
riffs,रिफ
ebert,एबर्ट
mccallum,मैकेलम
oyama,ओयामा
broad-minded,ब्रॉड दिमाग
hyunto,ह्यूंटो
selflessly,निस्सवार्थ
compasses,परकार
parlez-vous,Parlez-vous
nastiness,गंदगी
persistently,लगातार
ruda,रूडा
vindaloo,vindaloo
encroaching,अतिक्रमण
twyla,ट्वायला
sugi,सुगी
heralds,अग्रदूतों
oder,ओडर
split-second,पल
trafficked,तस्करी
highlighting,पर प्रकाश डाला
monolith,एकाश्म
tenzin,तेनज़िन
nads,nads
cobblers,मोची
ataru,अतरू
nubia,नूबिया
brita,ब्रिटा
goverment,सरकार
out-of-body,शरीर से बाहर
darkseid,अँधेरा
sheepdog,शीपडॉग
fein,दल
quaid,कैड
sio,sio
clotilde,Clotilde
infeld,infeld
albertine,एल्बर्टीन
luxan,luxan
rin-chan,रिन चान
mh,महाराष्ट्र
katey,केटी
krupp,क्रुप्प
kofi,कोफी
mendes,मेंडेस
roundhouse,राउंड हाउस
birdcage,पिंजरा
burdett,बोझ
gustaf,गुस्ताफ
referees,रेफरी
bap,बपतिस्मा
shout-out,चिल्लाओ
addendum,परिशिष्ट
atoll,एटोल
caked,पके हुए
short-circuit,शार्ट सर्किट
edgehill,किनारा
shamefully,शर्मनाक तरीके से
simo,सिमो
rescuer,बचानेवाला
searcher,खोजकर्ता
earmarked,निर्धारित
shimon,शिमोन
pétain,पेटेन
milestones,मील के पत्थर
straight-a,सीधा-ए
pop-tarts,पॉप-टार्ट्स
g8,जी -8
meldrick,मेल्ड्रिक
vani,वाणी
fatigues,वर्दी
shrubbery,झाड़ी का जंगल
needlepoint,लैस
wyndham,Wyndham
basins,घाटियों
lech,लेक
papá,पापा
shod,धीमे दौड़ो
counseled,सलाह दी
aurelia,औरेलिया
48-hour,48 घंटे
na-na-na-na,ना-ना-ना-ना
nightdress,नीचे पहनने की रात की क़मीज़
evidentiary,जाहिर तौर पर
alsace,अलसैस
measurable,औसत दर्जे का
shinhwa,Shinhwa
nsc,एनएससी
bequest,वसीयत
witchy,witchy
cowan,कोवान
disinformation,दुष्प्रचार
publicized,प्रचारित
yamaha,YAMAHA
hom,होम
tootin,टूटिन
outsourcing,आउटसोर्सिंग
brandishing,दिखाते
polina,पोलीना
cregg,क्रेग
a.b.,ए.बी.
masahiro,मासाहिरो
inoculated,टीका
brocade,जरी वस्त्र
arastoo,अरस्तु
forty-one,इकतालीस
wane,पतन
schafer,शेफ़र
jessy,जेसी
vishwamitra,विश्वामित्र
plexus,जाल
minimise,छोटा करना
anda,आंदा
vaca,वाका
minster,मंत्री
pedrosa,पेड्रोसा
beguiling,आकर्षक
liddell,लिडेल
selene,सेलिन
meisner,मीस्नर
constantin,Constantin
reheat,गरम करना
pan-seared,पैन-सियर किया हुआ
granary,धान्यागार
notting,नॉटिंग
bridey,ब्राइडी
teamsters,टीमस्टर्स
freefall,निर्बाध गिरावट
thejob,काम
abominations,ऐबोमिनेशंस
parabolic,अणुवृत्त आकार का
jono,जोनो
josefa,जोज़ेफा
harrogate,घमंडी
tumblers,गिलास
renton,रेंटन
muk,मूक
closeted,गुप्त
messaged,संदेश भेजा
gang-related,गिरोह से संबंधित
deac,बहरा
botulism,बोटुलिज़्म
magali,मगली
heaped,ढेर लगा दिया
trawl,ट्राउल
mimes,माइम्स
saipan,सायपन
ayers,आयर्स की नियुक्ति
townie,टाउनी
cert,प्रमाणपत्र
suzaku,सुज़ाकू
q-tip,क्यू की नोक
synagogues,सभाओं
soe,सो
clough,क्लो
thurber,थर्बर
truth-,सच-
carny,मांसल
pippy,पिप्पी
cathouse,कैथोउस
recast,मरम्मत
lusts,अभिलाषाओं
burble,गड़गड़ाहट
descriptive,वर्णनात्मक
rumblings,गड़गड़ाहट
gooch,गूच
meldrum,मेल्ड्रम
refilled,रीफिल
vestal,वेस्टल
antares,Antares
does-,करता है-
oakes,ओक्स
schrute,श्रुत
cheltenham,Cheltenham
doctor-,चिकित्सक-
pranked,मज़ाक किया
gramercy,Gramercy
sculptors,मूर्तिकारों
mallika,मल्लिका
hoodies,hoodies
wiryegung,wiryegung
clumsiness,भद्दापन
lysander,लिसेन्डर
fuck-,लानत है-
paradoxes,विरोधाभास
scabies,खुजली
steckler,स्टेकलर
ostend,दिखावा
reddick,रेडिक
radek,राडेक
carm,कार्म
simmi,सिम्मी
-but,-लेकिन
civvies,सिवीज़
gravest,सबसे गंभीर
psoriasis,सोरायसिस
tutsi,तुत्सी
wojtek,वोजटेक
teaspoons,चम्मच
seeding,बीज बोने की क्रिया
ullman,उलमान
game-changer,खेल परिवर्तक
amphitheater,अखाड़ा
quatermain,क्वाटरमेन
hardheaded,कट्टर
schlep,schlep
pyromaniac,मदहनोन्मादी
rancor,विद्वेष
white-hot,सफेद गर्म
harebrained,चंचल
orthe,ओर्थे
minkus,मिंकस
ily,ily
loaner,उधार लिया हुआ धन
saran,सारण
stiffness,कठोरता
espenson,एस्पेनसन
petitioner,याचिकाकर्ता
inertial,जड़त्वीय
tight-ass,तंग-गधा
heis,वह है
worldview,वैश्विक नजरिया
motta,मॉटा
quinton,क्विंटन
donít,मत करो
litigator,मुकदमेबाज़
baffles,बाधकों
housekeepers,गृहस्वामी
mellon,मेलॉन
neuron,न्यूरॉन
servo,इमदादी
atelier,कारखाना
meddlesome,उकतानेवाला
hooli,हूली
re-examine,फिर से जांच
carpentier,बढ़ई
hydroelectric,पनबिजली
corinna,कोरिना
zandra,ज़ैंड्रा
grands,ग्रांड
drazi,ड्रेज़ी
attrition,संघर्षण
bullshitter,बकवास करनेवाला
overextended,अतिविस्तारित
pinup,पिन अप
bollinger,बोलिंगर
cased,मामलों
commemorating,के उपलक्ष्य
c-note,सी-नोट
achim,अचिम
theron,थेरॉन
altimeter,altimeter
mired,फंस
gendarmerie,जेंडरमेरी
parolee,पैरोल
sebastián,सेबस्टियन
heng,हेंग
margrethe,मार्गरेथ
caron,कैरन
sanya,सान्या
criminality,अपराधिता
denzil,डेंजिल
doctrines,सिद्धांतों
edging,किनारा
buckling,buckling
janu,जानू
stakeouts,हिस्सेदारी
irvin,इरविन
face-,चेहरा-
fina,वित्तीय और प्रक्रियात्मक पहलुओं
shill,शील
lakebottom,लेकबॉटम
recurrence,पुनरावृत्ति
moyer,मॉयर
pallets,PALLETS
counterterrorism,आतंकवाद
buccaneer,डाकू करना
duchamp,डुचैम्प
narcolepsy,नार्कोलेप्सी
udder,थन
ricco,रिको
novotny,नोवोत्नी
leutnant,लेफ्टिनेंट
cree,क्री
